   0.0000000e+00  -1.0824674e-14   0.0000000e+00  -5.6597994e-73 -2.1289799e-109   3.2203647e-37
  -1.9268699e-01  -1.4970964e-01  -9.9550486e-02  -7.4419093e-03   2.0917127e-03   1.1791561e-03
  -1.2991856e-01  -5.4352010e-01  -6.1728587e-01  -3.9586631e-03   3.2245334e-03   6.1407844e-04
  -1.0844835e-01  -5.3015083e-01  -6.3228825e-01  -4.6719326e-03   3.1543633e-03   7.4649008e-04
  -1.0562586e-01  -5.5839625e-01  -6.5901345e-01  -4.2673757e-03   3.0012529e-03   3.0683602e-04
  -1.1836799e-01  -5.5123102e-01  -6.8518522e-01  -3.4870665e-03   3.0383228e-03   2.8427584e-04
  -1.6679322e-01  -6.5404608e-01  -7.8910741e-01  -2.2153971e-03   3.1130038e-03   1.4972983e-04
  -1.7304717e-01  -7.3119279e-01  -8.9242954e-01  -9.7215176e-04   3.0905840e-03   3.7726844e-04
  -1.6793151e-01  -7.3868946e-01  -9.8744103e-01  -1.1137656e-03   3.4170012e-03   6.0674369e-04
  -1.7158614e-01  -7.3636050e-01  -9.9778909e-01  -1.6478658e-03   3.2058169e-03   4.9003762e-04
  -1.5072120e-01  -7.9517936e-01  -1.1117250e+00   1.5426283e-04   3.8212545e-03   1.3726165e-03
  -1.3712573e-01  -6.5329173e-01  -1.0058057e+00  -2.3482259e-05   3.4846553e-03   1.1972677e-03
  -2.7562110e-01  -5.4719298e-01  -9.1174262e-01  -7.9004840e-04   2.0371978e-03  -1.6345344e-03
  -3.1602789e-01  -6.7598522e-01  -1.0383609e+00   4.2293938e-04   3.1862805e-03  -1.7794262e-03
  -2.8798695e-01  -7.2558162e-01  -1.1203299e+00   8.8740494e-06   2.7769240e-03  -1.2742296e-03
  -2.6872861e-01  -7.4508701e-01  -1.2034559e+00   1.0074143e-03   3.1934262e-03  -1.4763049e-03
